training with model_path ./checkpoint/resnet18_SSL_reinforcement_0417.pth
Device: cuda
Number of train images is 20000
[36/40] Train batch: 92 / 161
[36/40] Train batch: 93 / 161
[36/40] Train batch: 94 / 161
[36/40] Train batch: 95 / 161
[36/40] Train batch: 96 / 161
[36/40] Train batch: 97 / 161
[36/40] Train batch: 98 / 161
[36/40] Train batch: 99 / 161
[36/40] Train batch: 100 / 161
[36/40] Train batch: 101 / 161
[36/40] Train batch: 102 / 161
[36/40] Train batch: 103 / 161
[36/40] Train batch: 104 / 161
[36/40] Train batch: 105 / 161
[36/40] Train batch: 106 / 161
[36/40] Train batch: 107 / 161
[36/40] Train batch: 108 / 161
[36/40] Train batch: 109 / 161
[36/40] Train batch: 110 / 161
[36/40] Train batch: 111 / 161
[36/40] Train batch: 112 / 161
[36/40] Train batch: 113 / 161
[36/40] Train batch: 114 / 161
[36/40] Train batch: 115 / 161
[36/40] Train batch: 116 / 161
[36/40] Train batch: 117 / 161
[36/40] Train batch: 118 / 161
[36/40] Train batch: 119 / 161
[36/40] Train batch: 120 / 161
[36/40] Train batch: 121 / 161
[36/40] Train batch: 122 / 161
[36/40] Train batch: 123 / 161
[36/40] Train batch: 124 / 161
[36/40] Train batch: 125 / 161
[36/40] Train batch: 126 / 161
[36/40] Train batch: 127 / 161
[36/40] Train batch: 128 / 161
[36/40] Train batch: 129 / 161
[36/40] Train batch: 130 / 161
[36/40] Train batch: 131 / 161
[36/40] Train batch: 132 / 161
[36/40] Train batch: 133 / 161
[36/40] Train batch: 134 / 161
[36/40] Train batch: 135 / 161
[36/40] Train batch: 136 / 161
[36/40] Train batch: 137 / 161
[36/40] Train batch: 138 / 161
[36/40] Train batch: 139 / 161
[36/40] Train batch: 140 / 161
[36/40] Train batch: 141 / 161
[36/40] Train batch: 142 / 161
[36/40] Train batch: 143 / 161
[36/40] Train batch: 144 / 161
[36/40] Train batch: 145 / 161
[36/40] Train batch: 146 / 161
[36/40] Train batch: 147 / 161
[36/40] Train batch: 148 / 161
[36/40] Train batch: 149 / 161
[36/40] Train batch: 150 / 161
[36/40] Train batch: 151 / 161
[36/40] Train batch: 152 / 161
[36/40] Train batch: 153 / 161
[36/40] Train batch: 154 / 161
[36/40] Train batch: 155 / 161
[36/40] Train batch: 156 / 161
[36/40] Train batch: 157 / 161
[36/40] Train batch: 158 / 161
[36/40] Train batch: 159 / 161
[36/40] Train batch: 160 / 161
[36/40] Train batch: 161 / 161
[36/40] 12.97 sec(s) Train Acc: 0.83206 | Train Loss: 0.47472

[36/40] Train batch: 1 / 161
[36/40] Train batch: 2 / 161
[36/40] Train batch: 3 / 161
[36/40] Train batch: 4 / 161
[36/40] Train batch: 5 / 161
[36/40] Train batch: 6 / 161
[36/40] Train batch: 7 / 161
[36/40] Train batch: 8 / 161
[36/40] Train batch: 9 / 161
[36/40] Train batch: 10 / 161
[36/40] Train batch: 11 / 161
[36/40] Train batch: 12 / 161
[36/40] Train batch: 13 / 161
[36/40] Train batch: 14 / 161
[36/40] Train batch: 15 / 161
[36/40] Train batch: 16 / 161
[36/40] Train batch: 17 / 161
[36/40] Train batch: 18 / 161
[36/40] Train batch: 19 / 161
[36/40] Train batch: 20 / 161
[36/40] 0.73 sec(s) Val Acc: 0.90460 | Val Loss: 0.28786

[37/40] Train batch: 1 / 161
[37/40] Train batch: 2 / 161
[37/40] Train batch: 3 / 161
[37/40] Train batch: 4 / 161
[37/40] Train batch: 5 / 161
[37/40] Train batch: 6 / 161
[37/40] Train batch: 7 / 161
[37/40] Train batch: 8 / 161
[37/40] Train batch: 9 / 161
[37/40] Train batch: 10 / 161
[37/40] Train batch: 11 / 161
[37/40] Train batch: 12 / 161
[37/40] Train batch: 13 / 161
[37/40] Train batch: 14 / 161
[37/40] Train batch: 15 / 161
[37/40] Train batch: 16 / 161
[37/40] Train batch: 17 / 161
[37/40] Train batch: 18 / 161
[37/40] Train batch: 19 / 161
[37/40] Train batch: 20 / 161
[37/40] Train batch: 21 / 161
[37/40] Train batch: 22 / 161
[37/40] Train batch: 23 / 161
[37/40] Train batch: 24 / 161
[37/40] Train batch: 25 / 161
[37/40] Train batch: 26 / 161
[37/40] Train batch: 27 / 161
[37/40] Train batch: 28 / 161
[37/40] Train batch: 29 / 161
[37/40] Train batch: 30 / 161
[37/40] Train batch: 31 / 161
[37/40] Train batch: 32 / 161
[37/40] Train batch: 33 / 161
[37/40] Train batch: 34 / 161
[37/40] Train batch: 35 / 161
[37/40] Train batch: 36 / 161
[37/40] Train batch: 37 / 161
[37/40] Train batch: 38 / 161
[37/40] Train batch: 39 / 161
[37/40] Train batch: 40 / 161
[37/40] Train batch: 41 / 161
[37/40] Train batch: 42 / 161
[37/40] Train batch: 43 / 161
[37/40] Train batch: 44 / 161
[37/40] Train batch: 45 / 161
[37/40] Train batch: 46 / 161
[37/40] Train batch: 47 / 161
[37/40] Train batch: 48 / 161
[37/40] Train batch: 49 / 161
[37/40] Train batch: 50 / 161
[37/40] Train batch: 51 / 161
[37/40] Train batch: 52 / 161
[37/40] Train batch: 53 / 161
[37/40] Train batch: 54 / 161
[37/40] Train batch: 55 / 161
[37/40] Train batch: 56 / 161
[37/40] Train batch: 57 / 161
[37/40] Train batch: 58 / 161
[37/40] Train batch: 59 / 161
[37/40] Train batch: 60 / 161
[37/40] Train batch: 61 / 161
[37/40] Train batch: 62 / 161
[37/40] Train batch: 63 / 161
[37/40] Train batch: 64 / 161
[37/40] Train batch: 65 / 161
[37/40] Train batch: 66 / 161
[37/40] Train batch: 67 / 161
[37/40] Train batch: 68 / 161
[37/40] Train batch: 69 / 161
[37/40] Train batch: 70 / 161
[37/40] Train batch: 71 / 161
[37/40] Train batch: 72 / 161
[37/40] Train batch: 73 / 161
[37/40] Train batch: 74 / 161
[37/40] Train batch: 75 / 161
[37/40] Train batch: 76 / 161
[37/40] Train batch: 77 / 161
[37/40] Train batch: 78 / 161
[37/40] Train batch: 79 / 161
[37/40] Train batch: 80 / 161
[37/40] Train batch: 81 / 161
[37/40] Train batch: 82 / 161
[37/40] Train batch: 83 / 161
[37/40] Train batch: 84 / 161
[37/40] Train batch: 85 / 161
[37/40] Train batch: 86 / 161
[37/40] Train batch: 87 / 161
[37/40] Train batch: 88 / 161
[37/40] Train batch: 89 / 161
[37/40] Train batch: 90 / 161
[37/40] Train batch: 91 / 161
[37/40] Train batch: 92 / 161
[37/40] Train batch: 93 / 161
[37/40] Train batch: 94 / 161
[37/40] Train batch: 95 / 161
[37/40] Train batch: 96 / 161
[37/40] Train batch: 97 / 161
[37/40] Train batch: 98 / 161
[37/40] Train batch: 99 / 161
[37/40] Train batch: 100 / 161
[37/40] Train batch: 101 / 161
[37/40] Train batch: 102 / 161
[37/40] Train batch: 103 / 161
[37/40] Train batch: 104 / 161
[37/40] Train batch: 105 / 161
[37/40] Train batch: 106 / 161
[37/40] Train batch: 107 / 161
[37/40] Train batch: 108 / 161
[37/40] Train batch: 109 / 161
[37/40] Train batch: 110 / 161
[37/40] Train batch: 111 / 161
[37/40] Train batch: 112 / 161
[37/40] Train batch: 113 / 161
[37/40] Train batch: 114 / 161
[37/40] Train batch: 115 / 161
[37/40] Train batch: 116 / 161
[37/40] Train batch: 117 / 161
[37/40] Train batch: 118 / 161
[37/40] Train batch: 119 / 161
[37/40] Train batch: 120 / 161
[37/40] Train batch: 121 / 161
[37/40] Train batch: 122 / 161
[37/40] Train batch: 123 / 161
[37/40] Train batch: 124 / 161
[37/40] Train batch: 125 / 161
[37/40] Train batch: 126 / 161
[37/40] Train batch: 127 / 161
[37/40] Train batch: 128 / 161
[37/40] Train batch: 129 / 161
[37/40] Train batch: 130 / 161
[37/40] Train batch: 131 / 161
[37/40] Train batch: 132 / 161
[37/40] Train batch: 133 / 161
[37/40] Train batch: 134 / 161
[37/40] Train batch: 135 / 161
[37/40] Train batch: 136 / 161
[37/40] Train batch: 137 / 161
[37/40] Train batch: 138 / 161
[37/40] Train batch: 139 / 161
[37/40] Train batch: 140 / 161
[37/40] Train batch: 141 / 161
[37/40] Train batch: 142 / 161
[37/40] Train batch: 143 / 161
[37/40] Train batch: 144 / 161
[37/40] Train batch: 145 / 161
[37/40] Train batch: 146 / 161
[37/40] Train batch: 147 / 161
[37/40] Train batch: 148 / 161
[37/40] Train batch: 149 / 161
[37/40] Train batch: 150 / 161
[37/40] Train batch: 151 / 161
[37/40] Train batch: 152 / 161
[37/40] Train batch: 153 / 161
[37/40] Train batch: 154 / 161
[37/40] Train batch: 155 / 161
[37/40] Train batch: 156 / 161
[37/40] Train batch: 157 / 161
[37/40] Train batch: 158 / 161
[37/40] Train batch: 159 / 161
[37/40] Train batch: 160 / 161
[37/40] Train batch: 161 / 161
[37/40] 13.05 sec(s) Train Acc: 0.82931 | Train Loss: 0.47846

[37/40] Train batch: 1 / 161
[37/40] Train batch: 2 / 161
[37/40] Train batch: 3 / 161
[37/40] Train batch: 4 / 161
[37/40] Train batch: 5 / 161
[37/40] Train batch: 6 / 161
[37/40] Train batch: 7 / 161
[37/40] Train batch: 8 / 161
[37/40] Train batch: 9 / 161
[37/40] Train batch: 10 / 161
[37/40] Train batch: 11 / 161
[37/40] Train batch: 12 / 161
[37/40] Train batch: 13 / 161
[37/40] Train batch: 14 / 161
[37/40] Train batch: 15 / 161
[37/40] Train batch: 16 / 161
[37/40] Train batch: 17 / 161
[37/40] Train batch: 18 / 161
[37/40] Train batch: 19 / 161
[37/40] Train batch: 20 / 161
[37/40] 0.69 sec(s) Val Acc: 0.90620 | Val Loss: 0.28657

[38/40] Train batch: 1 / 161
[38/40] Train batch: 2 / 161
[38/40] Train batch: 3 / 161
[38/40] Train batch: 4 / 161
[38/40] Train batch: 5 / 161
[38/40] Train batch: 6 / 161
[38/40] Train batch: 7 / 161
[38/40] Train batch: 8 / 161
[38/40] Train batch: 9 / 161
[38/40] Train batch: 10 / 161
[38/40] Train batch: 11 / 161
[38/40] Train batch: 12 / 161
[38/40] Train batch: 13 / 161
[38/40] Train batch: 14 / 161
[38/40] Train batch: 15 / 161
[38/40] Train batch: 16 / 161
[38/40] Train batch: 17 / 161
[38/40] Train batch: 18 / 161
[38/40] Train batch: 19 / 161
[38/40] Train batch: 20 / 161
[38/40] Train batch: 21 / 161
[38/40] Train batch: 22 / 161
[38/40] Train batch: 23 / 161
[38/40] Train batch: 24 / 161
[38/40] Train batch: 25 / 161
[38/40] Train batch: 26 / 161
[38/40] Train batch: 27 / 161
[38/40] Train batch: 28 / 161
[38/40] Train batch: 29 / 161
[38/40] Train batch: 30 / 161
[38/40] Train batch: 31 / 161
[38/40] Train batch: 32 / 161
[38/40] Train batch: 33 / 161
[38/40] Train batch: 34 / 161
[38/40] Train batch: 35 / 161
[38/40] Train batch: 36 / 161
[38/40] Train batch: 37 / 161
[38/40] Train batch: 38 / 161
[38/40] Train batch: 39 / 161
[38/40] Train batch: 40 / 161
[38/40] Train batch: 41 / 161
[38/40] Train batch: 42 / 161
[38/40] Train batch: 43 / 161
[38/40] Train batch: 44 / 161
[38/40] Train batch: 45 / 161
[38/40] Train batch: 46 / 161
[38/40] Train batch: 47 / 161
[38/40] Train batch: 48 / 161
[38/40] Train batch: 49 / 161
[38/40] Train batch: 50 / 161
[38/40] Train batch: 51 / 161
[38/40] Train batch: 52 / 161
[38/40] Train batch: 53 / 161
[38/40] Train batch: 54 / 161
[38/40] Train batch: 55 / 161
[38/40] Train batch: 56 / 161
[38/40] Train batch: 57 / 161
[38/40] Train batch: 58 / 161
[38/40] Train batch: 59 / 161
[38/40] Train batch: 60 / 161
[38/40] Train batch: 61 / 161
[38/40] Train batch: 62 / 161
[38/40] Train batch: 63 / 161
[38/40] Train batch: 64 / 161
[38/40] Train batch: 65 / 161
[38/40] Train batch: 66 / 161
[38/40] Train batch: 67 / 161
[38/40] Train batch: 68 / 161
[38/40] Train batch: 69 / 161
[38/40] Train batch: 70 / 161
[38/40] Train batch: 71 / 161
[38/40] Train batch: 72 / 161
[38/40] Train batch: 73 / 161
[38/40] Train batch: 74 / 161
[38/40] Train batch: 75 / 161
[38/40] Train batch: 76 / 161
[38/40] Train batch: 77 / 161
[38/40] Train batch: 78 / 161
[38/40] Train batch: 79 / 161
[38/40] Train batch: 80 / 161
[38/40] Train batch: 81 / 161
[38/40] Train batch: 82 / 161
[38/40] Train batch: 83 / 161
[38/40] Train batch: 84 / 161
[38/40] Train batch: 85 / 161
[38/40] Train batch: 86 / 161
[38/40] Train batch: 87 / 161
[38/40] Train batch: 88 / 161
[38/40] Train batch: 89 / 161
[38/40] Train batch: 90 / 161
[38/40] Train batch: 91 / 161
[38/40] Train batch: 92 / 161
[38/40] Train batch: 93 / 161
[38/40] Train batch: 94 / 161
[38/40] Train batch: 95 / 161
[38/40] Train batch: 96 / 161
[38/40] Train batch: 97 / 161
[38/40] Train batch: 98 / 161
[38/40] Train batch: 99 / 161
[38/40] Train batch: 100 / 161
[38/40] Train batch: 101 / 161
[38/40] Train batch: 102 / 161
[38/40] Train batch: 103 / 161
[38/40] Train batch: 104 / 161
[38/40] Train batch: 105 / 161
[38/40] Train batch: 106 / 161
[38/40] Train batch: 107 / 161
[38/40] Train batch: 108 / 161
[38/40] Train batch: 109 / 161
[38/40] Train batch: 110 / 161
[38/40] Train batch: 111 / 161
[38/40] Train batch: 112 / 161
[38/40] Train batch: 113 / 161
[38/40] Train batch: 114 / 161
[38/40] Train batch: 115 / 161
[38/40] Train batch: 116 / 161
[38/40] Train batch: 117 / 161
[38/40] Train batch: 118 / 161
[38/40] Train batch: 119 / 161
[38/40] Train batch: 120 / 161
[38/40] Train batch: 121 / 161
[38/40] Train batch: 122 / 161
[38/40] Train batch: 123 / 161
[38/40] Train batch: 124 / 161
[38/40] Train batch: 125 / 161
[38/40] Train batch: 126 / 161
[38/40] Train batch: 127 / 161
[38/40] Train batch: 128 / 161
[38/40] Train batch: 129 / 161
[38/40] Train batch: 130 / 161
[38/40] Train batch: 131 / 161
[38/40] Train batch: 132 / 161
[38/40] Train batch: 133 / 161
[38/40] Train batch: 134 / 161
[38/40] Train batch: 135 / 161
[38/40] Train batch: 136 / 161
[38/40] Train batch: 137 / 161
[38/40] Train batch: 138 / 161
[38/40] Train batch: 139 / 161
[38/40] Train batch: 140 / 161
[38/40] Train batch: 141 / 161
[38/40] Train batch: 142 / 161
[38/40] Train batch: 143 / 161
[38/40] Train batch: 144 / 161
[38/40] Train batch: 145 / 161
[38/40] Train batch: 146 / 161
[38/40] Train batch: 147 / 161
[38/40] Train batch: 148 / 161
[38/40] Train batch: 149 / 161
[38/40] Train batch: 150 / 161
[38/40] Train batch: 151 / 161
[38/40] Train batch: 152 / 161
[38/40] Train batch: 153 / 161
[38/40] Train batch: 154 / 161
[38/40] Train batch: 155 / 161
[38/40] Train batch: 156 / 161
[38/40] Train batch: 157 / 161
[38/40] Train batch: 158 / 161
[38/40] Train batch: 159 / 161
[38/40] Train batch: 160 / 161
[38/40] Train batch: 161 / 161
[38/40] 12.97 sec(s) Train Acc: 0.83364 | Train Loss: 0.47062

[38/40] Train batch: 1 / 161
[38/40] Train batch: 2 / 161
[38/40] Train batch: 3 / 161
[38/40] Train batch: 4 / 161
[38/40] Train batch: 5 / 161
[38/40] Train batch: 6 / 161
[38/40] Train batch: 7 / 161
[38/40] Train batch: 8 / 161
[38/40] Train batch: 9 / 161
[38/40] Train batch: 10 / 161
[38/40] Train batch: 11 / 161
[38/40] Train batch: 12 / 161
[38/40] Train batch: 13 / 161
[38/40] Train batch: 14 / 161
[38/40] Train batch: 15 / 161
[38/40] Train batch: 16 / 161
[38/40] Train batch: 17 / 161
[38/40] Train batch: 18 / 161
[38/40] Train batch: 19 / 161
[38/40] Train batch: 20 / 161
[38/40] 0.75 sec(s) Val Acc: 0.90580 | Val Loss: 0.28652

[39/40] Train batch: 1 / 161
[39/40] Train batch: 2 / 161
[39/40] Train batch: 3 / 161
[39/40] Train batch: 4 / 161
[39/40] Train batch: 5 / 161
[39/40] Train batch: 6 / 161
[39/40] Train batch: 7 / 161
[39/40] Train batch: 8 / 161
[39/40] Train batch: 9 / 161
[39/40] Train batch: 10 / 161
[39/40] Train batch: 11 / 161
[39/40] Train batch: 12 / 161
[39/40] Train batch: 13 / 161
[39/40] Train batch: 14 / 161
[39/40] Train batch: 15 / 161
[39/40] Train batch: 16 / 161
[39/40] Train batch: 17 / 161
[39/40] Train batch: 18 / 161
[39/40] Train batch: 19 / 161
[39/40] Train batch: 20 / 161
[39/40] Train batch: 21 / 161
[39/40] Train batch: 22 / 161
[39/40] Train batch: 23 / 161
[39/40] Train batch: 24 / 161
[39/40] Train batch: 25 / 161
[39/40] Train batch: 26 / 161
[39/40] Train batch: 27 / 161
[39/40] Train batch: 28 / 161
[39/40] Train batch: 29 / 161
[39/40] Train batch: 30 / 161
[39/40] Train batch: 31 / 161
[39/40] Train batch: 32 / 161
[39/40] Train batch: 33 / 161
[39/40] Train batch: 34 / 161
[39/40] Train batch: 35 / 161
[39/40] Train batch: 36 / 161
[39/40] Train batch: 37 / 161
[39/40] Train batch: 38 / 161
[39/40] Train batch: 39 / 161
[39/40] Train batch: 40 / 161
[39/40] Train batch: 41 / 161
[39/40] Train batch: 42 / 161
[39/40] Train batch: 43 / 161
[39/40] Train batch: 44 / 161
[39/40] Train batch: 45 / 161
[39/40] Train batch: 46 / 161
[39/40] Train batch: 47 / 161
[39/40] Train batch: 48 / 161
[39/40] Train batch: 49 / 161
[39/40] Train batch: 50 / 161
[39/40] Train batch: 51 / 161
[39/40] Train batch: 52 / 161
[39/40] Train batch: 53 / 161
[39/40] Train batch: 54 / 161
[39/40] Train batch: 55 / 161
[39/40] Train batch: 56 / 161
[39/40] Train batch: 57 / 161
[39/40] Train batch: 58 / 161
[39/40] Train batch: 59 / 161
[39/40] Train batch: 60 / 161
[39/40] Train batch: 61 / 161
[39/40] Train batch: 62 / 161
[39/40] Train batch: 63 / 161
[39/40] Train batch: 64 / 161
[39/40] Train batch: 65 / 161
[39/40] Train batch: 66 / 161
[39/40] Train batch: 67 / 161
[39/40] Train batch: 68 / 161
[39/40] Train batch: 69 / 161
[39/40] Train batch: 70 / 161
[39/40] Train batch: 71 / 161
[39/40] Train batch: 72 / 161
[39/40] Train batch: 73 / 161
[39/40] Train batch: 74 / 161
[39/40] Train batch: 75 / 161
[39/40] Train batch: 76 / 161
[39/40] Train batch: 77 / 161
[39/40] Train batch: 78 / 161
[39/40] Train batch: 79 / 161
[39/40] Train batch: 80 / 161
[39/40] Train batch: 81 / 161
[39/40] Train batch: 82 / 161
[39/40] Train batch: 83 / 161
[39/40] Train batch: 84 / 161
[39/40] Train batch: 85 / 161
[39/40] Train batch: 86 / 161
[39/40] Train batch: 87 / 161
[39/40] Train batch: 88 / 161
[39/40] Train batch: 89 / 161
[39/40] Train batch: 90 / 161
[39/40] Train batch: 91 / 161
[39/40] Train batch: 92 / 161
[39/40] Train batch: 93 / 161
[39/40] Train batch: 94 / 161
[39/40] Train batch: 95 / 161
[39/40] Train batch: 96 / 161
[39/40] Train batch: 97 / 161
[39/40] Train batch: 98 / 161
[39/40] Train batch: 99 / 161
[39/40] Train batch: 100 / 161
[39/40] Train batch: 101 / 161
[39/40] Train batch: 102 / 161
[39/40] Train batch: 103 / 161
[39/40] Train batch: 104 / 161
[39/40] Train batch: 105 / 161
[39/40] Train batch: 106 / 161
[39/40] Train batch: 107 / 161
[39/40] Train batch: 108 / 161
[39/40] Train batch: 109 / 161
[39/40] Train batch: 110 / 161
[39/40] Train batch: 111 / 161
[39/40] Train batch: 112 / 161
[39/40] Train batch: 113 / 161
[39/40] Train batch: 114 / 161
[39/40] Train batch: 115 / 161
[39/40] Train batch: 116 / 161
[39/40] Train batch: 117 / 161
[39/40] Train batch: 118 / 161
[39/40] Train batch: 119 / 161
[39/40] Train batch: 120 / 161
[39/40] Train batch: 121 / 161
[39/40] Train batch: 122 / 161
[39/40] Train batch: 123 / 161
[39/40] Train batch: 124 / 161
[39/40] Train batch: 125 / 161
[39/40] Train batch: 126 / 161
[39/40] Train batch: 127 / 161
[39/40] Train batch: 128 / 161
[39/40] Train batch: 129 / 161
[39/40] Train batch: 130 / 161
[39/40] Train batch: 131 / 161
[39/40] Train batch: 132 / 161
[39/40] Train batch: 133 / 161
[39/40] Train batch: 134 / 161
[39/40] Train batch: 135 / 161
[39/40] Train batch: 136 / 161
[39/40] Train batch: 137 / 161
[39/40] Train batch: 138 / 161
[39/40] Train batch: 139 / 161
[39/40] Train batch: 140 / 161
[39/40] Train batch: 141 / 161
[39/40] Train batch: 142 / 161
[39/40] Train batch: 143 / 161
[39/40] Train batch: 144 / 161
[39/40] Train batch: 145 / 161
[39/40] Train batch: 146 / 161
[39/40] Train batch: 147 / 161
[39/40] Train batch: 148 / 161
[39/40] Train batch: 149 / 161
[39/40] Train batch: 150 / 161
[39/40] Train batch: 151 / 161
[39/40] Train batch: 152 / 161
[39/40] Train batch: 153 / 161
[39/40] Train batch: 154 / 161
[39/40] Train batch: 155 / 161
[39/40] Train batch: 156 / 161
[39/40] Train batch: 157 / 161
[39/40] Train batch: 158 / 161
[39/40] Train batch: 159 / 161
[39/40] Train batch: 160 / 161
[39/40] Train batch: 161 / 161
[39/40] 12.92 sec(s) Train Acc: 0.83095 | Train Loss: 0.47810

[39/40] Train batch: 1 / 161
[39/40] Train batch: 2 / 161
[39/40] Train batch: 3 / 161
[39/40] Train batch: 4 / 161
[39/40] Train batch: 5 / 161
[39/40] Train batch: 6 / 161
[39/40] Train batch: 7 / 161
[39/40] Train batch: 8 / 161
[39/40] Train batch: 9 / 161
[39/40] Train batch: 10 / 161
[39/40] Train batch: 11 / 161
[39/40] Train batch: 12 / 161
[39/40] Train batch: 13 / 161
[39/40] Train batch: 14 / 161
[39/40] Train batch: 15 / 161
[39/40] Train batch: 16 / 161
[39/40] Train batch: 17 / 161
[39/40] Train batch: 18 / 161
[39/40] Train batch: 19 / 161
[39/40] Train batch: 20 / 161
[39/40] 0.74 sec(s) Val Acc: 0.90480 | Val Loss: 0.28664

[40/40] Train batch: 1 / 161
[40/40] Train batch: 2 / 161
[40/40] Train batch: 3 / 161
[40/40] Train batch: 4 / 161
[40/40] Train batch: 5 / 161
[40/40] Train batch: 6 / 161
[40/40] Train batch: 7 / 161
[40/40] Train batch: 8 / 161
[40/40] Train batch: 9 / 161
[40/40] Train batch: 10 / 161
[40/40] Train batch: 11 / 161
[40/40] Train batch: 12 / 161
[40/40] Train batch: 13 / 161
[40/40] Train batch: 14 / 161
[40/40] Train batch: 15 / 161
[40/40] Train batch: 16 / 161
[40/40] Train batch: 17 / 161
[40/40] Train batch: 18 / 161
[40/40] Train batch: 19 / 161
[40/40] Train batch: 20 / 161
[40/40] Train batch: 21 / 161
[40/40] Train batch: 22 / 161
